Wspd,Wdir,Ndir
1.519969291,-0.041926835,-1.142100559
1.336174614,-0.088483489,-1.148111422
1.105745467,-0.026998342,-1.140117594
0.985044485,-0.014094052,-1.111426571
0.653116784,-0.052806922,-1.072201046
0.858857094,-0.05078272,-0.943308327
0.724440092,-0.048252467,-0.959172046
0.686035234,0.007666123,-0.88276593
0.513213373,-0.09379702,-0.846019111
0.36508035,0.094453799,-0.832076389
0.45834929,-0.059638605,-0.661355504
0.568077456,-0.047493391,-0.787397711
0.57082066,-0.073301971,-0.754368952
0.540645414,-0.062421884,-0.82147992
0.167569652,0.01753411,-0.807351295
0.540645414,-0.088736514,-0.67703332
0.387025983,-0.065458187,-0.740178359
0.203231305,0.009943351,-0.620332917
0.068814303,-0.138835522,-0.720038872
0.203231305,-0.126184258,-0.736584235
0.088016732,0.015762933,-0.684407471
0.008463812,-0.367823414,-0.713594236
0.038639057,-0.053059948,-0.617296502
0.038639057,-1.164094016,-0.529116531
-0.441421667,-1.632949887,-0.529116531
-0.638932365,-0.636536277,-0.529116531
0.208717714,-0.806569275,-0.529116531
-0.208249315,-0.689924614,-0.529116531
-0.49628575,-0.81922054,-0.529116531
0.068814303,-1.13752636,-0.529116531
-1.530473709,-0.29115675,-0.562703
-1.530473709,-0.293940028,-0.557063943
-0.208249315,-1.090969706,-0.529116531
-0.792551796,-0.692454867,-0.529116531
0.167569652,-0.083676008,-0.529116531
-0.386557584,-0.45840647,-0.542253674
-0.378327972,-1.133984006,-0.761867038
-0.189046886,0.179470298,-0.867645822
-0.356382339,-0.018395482,-0.640038631
-0.0656027,-0.2696496,-0.740054424
-0.929712003,-0.043698012,-0.977886278
-0.424962442,0.707028037,-0.711301433
-0.367355155,-0.297735407,-0.654291191
-0.658134794,0.093947749,-0.753129599
-0.397530401,-0.110243664,-0.529116531
-0.482569729,0.06535589,-0.600131462
-0.625216344,-0.167933431,-0.605646583
-0.798038205,0.001593516,-0.522362057
-0.301518256,-0.08519416,-0.537853971
-0.397530401,-0.043191961,-0.462439336
-0.501772158,0.053210676,-0.440998528
-0.466110504,-0.235997236,-0.398116912
-0.479826525,-0.014853128,-0.504019632
-0.200019703,-0.051288771,-0.56505777
-0.54292022,0.026389995,-0.523725346
-0.323463889,-0.024215064,-0.517838418
-0.210992519,-0.079121553,-0.636878281
-0.040913863,-0.047999442,-0.650015423
0.109962365,-0.115810221,-0.64164979
1.456875596,-0.165909229,-0.853765068
1.794289705,-0.024215064,-1.001495954
1.467848413,-0.000430686,-0.990527679
1.69827756,-0.064699111,-0.954028731
1.418470738,-0.144655104,-0.954028731
1.547401333,-0.179066544,-0.958738273
1.399268309,-0.008021445,-0.982533852
1.050881384,-0.176283266,-0.967475712
1.610495028,-0.046987341,-1.075299429
1.827208155,-0.033830025,-1.066190184
1.884815442,-0.085447185,-1.066066249
1.972597974,-0.109484588,-1.066004281
2.005516424,-0.234985134,-1.066004281
2.170108672,-0.250672703,-1.066004281
2.211256734,-0.251684804,-1.066004281
1.961625158,-0.195766214,-1.091844792
1.484307638,-0.086712312,-1.132123767
1.251135286,-0.133015941,-1.132123767
1.259364898,-0.077603401,-1.132123767
1.199014407,-0.042685911,-1.092340534
1.816235338,-0.037372379,-1.084470642
1.942422729,-0.027504393,-1.084470642
1.920477095,-0.01206985,-1.084470642
1.199014407,-0.065711212,-1.084470642
1.388295493,-0.095315172,-1.093703822
0.389769187,-0.033830025,-1.051008109
0.079787119,-0.121123752,-1.090667407
-0.433192054,0.027402096,-1.084656545
-0.424962442,0.017787135,-1.01636819
-0.581325078,-0.021684811,-0.797870244
-0.444164871,-0.055843226,-0.89596504
-0.260370194,-0.118340474,-0.794523991
-0.049143475,-0.074567098,-0.742904936
-0.232938152,0.044101766,-0.783927522
-0.315234277,-0.047999442,-0.740054424
-0.200019703,0.035498905,-0.766886418
-0.120466783,-0.066217263,-0.715019492
-0.515488179,-0.048252467,-0.774384504
-0.194533294,-0.035095152,-0.771595959
0.022179832,0.025377894,-0.767444127
-0.016225026,-0.082916932,-0.787893452
0.044125465,-0.056349276,-0.786840002
0.030409445,-0.015106153,-0.761433264
0.011207016,-0.011563799,-0.738939006
0.088016732,-0.049264568,-0.715081459
0.077043915,0.060295384,-0.659682377
-0.386557584,-0.050023644,-0.576583754
0.880802727,-0.121123752,-0.67703332
1.064597405,-0.015106153,-0.695499681
0.897261952,-0.036360278,-0.680317606
0.354107533,-0.071783819,-0.670216878
0.033152649,-0.165909229,-0.660797795
0.37879637,-0.073554996,-0.702192187
0.41171482,-0.128461485,-0.705104667
0.474808515,-0.035348177,-0.749225636
0.834168257,-0.127955435,-0.703059735
1.017962934,-0.115810221,-0.737885556
0.707980867,-0.08519416,-0.749225636
0.419944432,-0.115810221,-0.749225636
0.916464381,-0.057361378,-0.728466473
1.056367792,-0.136052244,-0.702192187
0.765588154,-0.146426281,-0.702192187
0.688778438,-0.017889432,-0.702192187
0.425430841,-0.100122652,-0.702192187
0.266325001,-0.121882828,-0.702192187
0.260838592,-0.138582497,-0.734167497
0.227920143,-0.118846524,-0.784361296
0.354107533,0.028920248,-0.796073182
0.488524536,0.006654022,-0.796073182
0.387025983,-0.100628703,-0.79613515
0.389769187,-0.000430686,-0.796259085
0.395255595,-0.079374578,-0.750093184
0.186772081,-0.162366875,-0.749225636
0.162083243,-0.068241465,-0.749225636
0.318445879,-0.107713411,-0.765461162
0.184028876,-0.017889432,-0.796073182
0.024923037,-0.038384481,-0.769551027
0.184028876,-0.102146855,-0.749225636
0.469322107,-0.078109452,-0.749225636
0.513213373,-0.013841027,-0.760193911
0.120935181,-0.054578099,-0.7406741
0.038639057,-0.045216163,-0.711859141
0.367823554,-0.02117876,-0.702192187
0.288270634,-0.006756319,-0.698660031
0.274554613,-0.031552798,-0.626033941
0.203231305,-0.079627604,-0.670278846
0.301986654,-0.041420784,-0.683477956
0.208717714,-0.051035745,-0.653361677
0.282784225,-0.053819023,-0.657389574
0.071557507,-0.121123752,-0.704546958
0.030409445,-0.038637506,-0.808652616
0.293757042,-0.083169958,-0.771472024
0.359593941,-0.066723314,-0.771967765
0.271811409,-0.097845425,-0.747986283
-0.219222132,-0.126184258,-0.828854071
0.145624019,0.070922447,-0.739558683
0.387025983,0.013485705,-0.661913213
0.28552743,-0.09379702,-0.759450299
-0.117723579,-0.044710113,-0.828296362
0.104475957,0.057765131,-0.676599547
0.033152649,-0.035854228,-0.655096771
-0.125953191,-0.05078272,-0.750588925
-0.120466783,-0.033830025,-0.627521165
-0.134182803,-0.077350376,-0.645739655
-0.364611951,-0.025986241,-0.616428955
-0.200019703,-0.104424082,-0.626219844
-0.101264354,-0.085953236,-0.695313778
-0.298775052,-0.071024744,-0.754430919
-0.427705646,-0.048758518,-0.500797314
0.156596835,-0.127449384,-0.63743599
-0.54292022,-0.049517593,-0.630743483
-0.515488179,-0.126184258,-0.576645722
-0.120466783,-0.024721115,-0.544422542
-0.30426146,0.002605617,-0.70237809
0.197744897,-0.169451583,-0.570015183
-0.381071176,0.032715627,-0.67306739
-0.710255672,-0.066976339,-0.742471162
-0.485312933,0.011967553,-0.600937042
-0.433192054,-0.20512815,-0.581912972
-0.658134794,0.108117165,-0.663090598
-0.4633673,0.014244781,-0.450293676
-0.071089108,-0.175271165,-0.635762863
-0.326207093,-0.034336076,-0.567784347
-0.106750762,-0.054072049,-0.577637204
-0.666364406,0.046378993,-0.623927041
-0.460624096,-0.019913634,-0.376676104
-0.260370194,-0.029022545,-0.447629067
-0.378327972,-0.069759617,-0.441184431
-0.25762699,-0.02067271,-0.351207398
-0.230194948,-0.100375678,-0.481711276
-0.27134301,0.029173273,-0.414228502
-0.11223717,-0.061662808,-0.44595594
-0.326207093,-0.155788217,-0.418814108
-0.446908075,7.54E-05,-0.483446371
-0.537433812,0.043595715,-0.528125049
-0.331693501,-0.164897128,-0.405924836
-0.630702752,0.017787135,-0.52335354
-0.466110504,0.011967553,-0.440874593
-0.696539652,0.021076464,-0.456056668
-0.493542545,-0.106195259,-0.451656965
-0.419476034,0.07395875,-0.477683379
-0.323463889,-0.078615502,-0.446637585
-0.529204199,-0.005744218,-0.435607342
-0.545663424,-0.103411981,-0.429286642
-0.677337223,-0.018142457,-0.402764486
-0.770606163,-0.163378976,-0.386095187
-0.663621202,-0.057108352,-0.432323057
-0.894050349,-0.043951037,-0.432323057
-0.924225595,-0.055843226,-0.432323057
-1.198546009,-0.026239266,-0.490510683
-1.157397947,-0.12340098,-0.510278365
-0.51000177,-0.397174348,-0.553593754
-0.139669212,-0.156041243,-0.600813106
0.628427947,-0.126437283,-0.731998629
1.1276911,-0.088483489,-0.829287845
1.481564433,-0.090760717,-0.845833208
1.385552289,-0.13250989,-0.856553612
1.273080919,-0.127955435,-0.929117734
1.168839162,-0.117581398,-0.959110079
1.487050842,-0.026239266,-0.987615199
1.456875596,-0.053565998,-0.987677167
1.646156682,-0.01637128,-0.966918003
1.621467844,-0.181090747,-0.940643718
1.437673167,-0.085953236,-0.987243393
1.588549395,-0.016624305,-0.987429296
1.755884847,-0.015865229,-0.987739135
1.706507173,-0.050276669,-0.98786307
1.695534356,-0.102652905,-0.98786307
1.610495028,-0.109737614,-0.98786307
1.467848413,-0.129979637,-0.98786307
1.402011513,-0.171728811,-0.98786307
1.635183865,-0.15831847,-0.99895528
1.385552289,-0.041167759,-1.035516195
1.434929963,0.039800336,-1.035516195
1.613238232,-0.058120454,-1.002673339
1.670845519,-0.162872925,-0.988668649
1.613238232,-0.110496689,-0.988668649
1.626954253,-0.060903732,-0.988482746
1.4596188,-0.072542895,-0.988482746
1.544658129,0.043089664,-0.973424607
1.009733322,-0.105183158,-0.938846656
0.137394406,0.017787135,-0.688993077
0.474808515,-0.034336076,-0.708822726
0.699751254,-0.13250989,-0.640472405
0.609225518,0.037270083,-0.695375746
0.883545932,-0.113026942,-0.662718792
0.957612443,-0.065711212,-0.679512026
0.773817766,-0.009033546,-0.717064424
0.850627482,-0.072795921,-0.727165152
0.894518748,-0.126943334,-0.727289087
1.105745467,-0.073048946,-0.77395073
1.769600868,-0.133775017,-0.783803587
1.613238232,-0.087977438,-0.83969841
1.385552289,-0.075579199,-0.911766791
1.569346966,-0.139341573,-0.920938004
1.519969291,-0.059638605,-0.964005523
1.338917818,-0.082916932,-0.964129459
1.423957147,-0.184633101,-0.964315362
1.648899886,-0.032564899,-1.006887139
1.722966398,0.023859742,-0.999636924
1.610495028,-0.122388878,-0.964315362
1.561117353,-0.13630527,-0.964315362
1.476078025,-0.138076447,-0.981542369
1.426700351,-0.069253566,-0.976832828
1.500766862,-0.119858625,-0.963881588
1.569346966,-0.055843226,-0.963695685
1.402011513,-0.074820123,-0.963695685
1.558374149,-0.043951037,-0.963695685
1.443159576,-0.094050045,-0.963695685
1.369093064,-0.041926835,-0.963695685
1.284053736,0.062319587,-0.961340914
1.319715389,0.014750831,-0.916352398
1.643413478,0.013485705,-0.886483989
1.914990687,0.072946649,-0.868575337
1.89030185,0.113430696,-0.868575337
1.769600868,0.077248079,-0.868575337
1.624211049,-0.02117876,-0.847940108
1.49253725,-0.020166659,-0.844655823
1.517226087,-0.158824521,-0.818815311
1.511739679,-0.158571495,-0.818753344
1.327945002,-0.104677108,-0.818753344
1.415727534,-0.097592399,-0.818753344
1.28679694,-0.083929034,-0.818753344
1.064597405,-0.043191961,-0.818753344
1.22096004,-0.002960939,-0.818753344
1.237419265,0.021329489,-0.818753344
1.311485777,-0.025227165,-0.818753344
1.363606656,-0.036866329,-0.818753344
1.218216836,-0.026492292,-0.787397711
1.193527999,-0.126690308,-0.809458196
1.229189653,-0.002201863,-0.846266982
1.33343141,-0.166162254,-0.784361296
1.418470738,-0.080133654,-0.835794448
1.295026552,0.016015958,-0.820054664
1.588549395,-0.110243664,-0.771286121
1.363606656,-0.101134754,-0.797932212
1.473334821,-0.038384481,-0.817823829
1.648899886,0.024871843,-0.817947764
1.481564433,-0.05938558,-0.817947764
1.728452806,-0.038384481,-0.817947764
1.753141643,-0.019407583,-0.817947764
1.733939214,-0.063180959,-0.817947764
1.829951359,-0.017889432,-0.777296983
1.846410584,-0.077603401,-0.776429436
1.871099421,-0.10670131,-0.780333398
1.77783048,-0.005744218,-0.79402825
1.695534356,-0.046734315,-0.756227981
1.791546501,-0.038637506,-0.750774828
1.701020764,-0.065205162,-0.779279948
1.687304744,-0.016624305,-0.769179221
1.57209017,-0.078868528,-0.72034871
1.747655235,-0.045975239,-0.725801863
1.500766862,-0.056096251,-0.718985422
1.552887741,-0.058626504,-0.743400677
1.563860558,-0.076085249,-0.729086149
1.60500862,-0.046228265,-0.773578924
1.53917172,-0.044457088,-0.699651514
1.61872464,-0.090507691,-0.733361917
1.703763969,-0.074820123,-0.770480542
1.498023658,-0.098857526,-0.765585097
1.330688206,-0.022443887,-0.735902591
1.270337715,-0.025986241,-0.729705826
1.30051296,-0.174259064,-0.730263534
1.360863451,-0.061409782,-0.661293536
1.256621694,-0.045975239,-0.716010974
1.196271203,-0.024215064,-0.73540685
1.14140712,-0.044204062,-0.710062079
1.358120247,-0.073808022,-0.684221568
1.407497922,-0.059891631,-0.679450059
1.303256165,-0.045216163,-0.688311433
1.775087276,-0.076844325,-0.651626582
1.657129498,-0.060650706,-0.663276501
1.415727534,-0.099363577,-0.709442403
1.536428516,-0.041167759,-0.704051217
1.643413478,-0.083169958,-0.699899384
1.692791152,-0.138835522,-0.735840623
1.60500862,-0.068747516,-0.755670272
1.522712496,-0.095568197,-0.767010353
1.550144537,-0.077350376,-0.755608305
1.437673167,-0.046734315,-0.745135771
1.585806191,-0.081904831,-0.741789518
1.5254557,-0.061156757,-0.775871727
1.487050842,-0.046228265,-0.775933695
1.498023658,-0.017130356,-0.76868348
1.519969291,-0.065711212,-0.733176014
1.68456154,-0.013588002,-0.709814209
1.635183865,-0.079121553,-0.731378952
1.547401333,-0.012322875,-0.722641513
1.643413478,-0.13200384,-0.710186015
1.766857664,-0.126184258,-0.720782484
1.61872464,-0.060903732,-0.735902591
1.722966398,-0.049517593,-0.713532268
1.53917172,-0.139847624,-0.713532268
1.665359111,0.005388895,-0.713532268
1.517226087,-0.013588002,-0.713532268
1.552887741,0.003364693,-0.697978387
1.396525105,-0.027251368,-0.706158117
1.703763969,0.033980754,-0.713656203
1.928706708,-0.022443887,-0.713780139
1.670845519,-0.121123752,-0.713780139
1.690047948,-0.146932332,-0.713780139
1.654386294,-0.183621,-0.713780139
1.802519318,-0.171728811,-0.713780139
1.780573684,-0.177042342,-0.713780139
1.873842625,-0.158824521,-0.713780139
1.964368362,-0.151233762,-0.713780139
1.956138749,-0.152751914,-0.713780139
2.101528569,-0.186910328,-0.713780139
1.914990687,-0.221827819,-0.713780139
1.851896992,-0.255986234,-0.713780139
1.873842625,-0.260793714,-0.713780139
1.761371255,-0.126690308,-0.749783345
1.308742573,-0.058626504,-0.780085528
1.171582366,-0.176283266,-0.786158358
1.070083813,-0.16211385,-0.827366847
1.336174614,-0.18412705,-0.827366847
1.511739679,-0.144402079,-0.827366847
1.273080919,-0.073048946,-0.851782103
1.391038697,-0.10670131,-0.839512508
1.432186759,0.044607816,-0.874338329
1.673588723,0.031703526,-0.874648167
1.673588723,0.053969752,-0.872293396
1.739425622,-0.176789317,-0.827180944
1.846410584,-0.149462585,-0.827180944
1.865613013,-0.200573694,-0.827180944
2.101528569,-0.288373472,-0.827180944
2.126217406,-0.054578099,-0.890202048
2.109758181,-0.025227165,-0.893548301
2.085069344,-0.068747516,-0.893548301
1.967111566,-0.091013742,-0.893548301
1.920477095,-0.172487887,-0.893548301
2.021975649,-0.145920231,-0.893548301
1.989057199,-0.128967536,-0.893548301
1.906761075,-0.088230464,-0.893548301
1.873842625,-0.025733216,-0.893548301
1.813492134,-0.027757418,-0.893548301
1.901274666,-0.099110551,-0.893548301
1.851896992,-0.043951037,-0.893548301
1.736682418,-0.05938558,-0.893548301
1.827208155,-0.01206985,-0.893548301
1.755884847,0.06535589,-0.893548301
1.632440661,0.01373873,-0.893548301
1.577576578,0.04334269,-0.893548301
1.69827756,0.067633118,-0.893548301
1.624211049,-0.01687733,-0.893548301
1.552887741,-0.048758518,-0.893548301
1.544658129,-0.077603401,-0.893548301
1.637927069,-0.086965337,-0.893548301
1.637927069,-0.139341573,-0.893548301
1.69827756,-0.074820123,-0.893548301
1.687304744,-0.05078272,-0.893548301
1.766857664,-0.017636406,-0.893548301
1.909504279,-0.03787843,-0.893548301
1.797032909,0.030185374,-0.893548301
1.835437767,0.044354791,-0.893548301
1.840924175,0.084585813,-0.893548301
1.84366738,0.096224976,-0.893548301
1.816235338,0.09976733,-0.893548301
1.89030185,0.118997253,-0.893548301
1.643413478,-0.109737614,-0.833687548
1.583062987,-0.122135853,-0.827180944
1.500766862,-0.066217263,-0.827180944
1.563860558,0.079272281,-0.826871106
1.49253725,-0.148450484,-0.779899625
1.506253271,-0.173499988,-0.779713722
1.588549395,-0.087471388,-0.800348951
1.73119601,-0.064699111,-0.793470541
1.942422729,-0.133775017,-0.778040595
1.942422729,-0.196019239,-0.777978628
1.561117353,-0.097339374,-0.788946902
1.489794046,-0.073808022,-0.779899625
1.901274666,-0.124666106,-0.779899625
1.76411446,-0.060650706,-0.78213046
1.958881953,0.034486804,-0.77897011
1.89030185,-0.201585796,-0.766266741
1.829951359,-0.092278868,-0.784857037
1.769600868,-0.109990639,-0.788327226
1.794289705,0.023859742,-0.775685824
1.9232203,-0.123654005,-0.748296122
1.703763969,-0.10670131,-0.783617684
1.868356217,-0.065458187,-0.752324019
1.802519318,-0.13250989,-0.729395987
1.860126604,-0.106954335,-0.776181566
1.961625158,0.0304384,-0.773331054
1.93693632,-0.075832224,-0.721154289
1.950652341,-0.048252467,-0.758025043
2.041178077,-0.045722214,-0.723632996
1.947909137,0.010702427,-0.741045906
1.939679524,-0.023202963,-0.702502026
1.906761075,-0.055590201,-0.741417712
1.912247483,-0.014853128,-0.725492025
1.791546501,-0.04217986,-0.676847417
1.709250377,-0.042938936,-0.742037389
1.65164309,0.007160073,-0.713346365
1.404754718,-0.096580298,-0.71638278
1.544658129,-0.014094052,-0.701262673
1.404754718,-0.030540696,-0.757343399
1.308742573,-0.087471388,-0.751642375
1.338917818,-0.028010443,-0.776801242
1.470591617,-0.068494491,-0.703059735
1.017962934,-0.046734315,-0.720658548
1.064597405,-0.033577,-0.691843589
1.017962934,-0.031299772,-0.686762242
1.157866345,-0.057867428,-0.680441541
0.675062417,-0.02927557,-0.723385125
0.795763399,-0.027504393,-0.738877038
0.861600298,-0.031805823,-0.719729033
0.69700805,-0.117834423,-0.694508198
0.37879637,-0.032058848,-0.702873832
0.513213373,-0.12340098,-0.685398953
0.463835699,-0.078615502,-0.720472645
0.107219161,-0.094556096,-0.68998456
0.307473063,-0.094050045,-0.741293777
0.145624019,0.010196376,-0.743090839
0.164826448,-0.079627604,-0.647846555
0.14013761,-0.070012642,-0.758706687
0.118191977,-0.018648508,-0.803757171
0.074300711,-0.033577,-0.692463266
-0.029941046,-0.004732116,-0.717312295
0.024923037,-0.067482389,-0.734043561
0.101732752,-0.065458187,-0.658628927
-0.035427454,-0.032311873,-0.701820382
0.17305606,-0.076844325,-0.688745207
0.260838592,-0.098857526,-0.694384263
0.101732752,-0.075832224,-0.691223913
-0.021711434,-0.061662808,-0.653175774
-0.038170659,-0.095062147,-0.69630526
0.066071099,-0.060903732,-0.606018389
-0.150642028,-0.008021445,-0.617234535
0.041382261,-0.070012642,-0.631920868
-0.057373088,-0.038637506,-0.590588444
0.112705569,-0.047746416,-0.600069495
0.186772081,-0.084688109,-0.604531166
0.153853631,-0.020419685,-0.604531166
0.120935181,-0.143896028,-0.604531166
-0.104007558,-0.16692133,-0.604531166
-0.136926008,-0.113279968,-0.6485282
-0.22470854,-0.178560494,-0.651564615
-0.062859496,-0.094050045,-0.698845934
-0.043657067,-0.117328372,-0.72642154
-0.147898824,-0.130485688,-0.767753965
-0.27134301,-0.139847624,-0.819682858
0.192258489,-0.103918032,-0.958180564
0.60373911,0.051692524,-0.976522989
0.891775544,-0.035348177,-0.958242532
0.957612443,-0.064193061,-0.923602613
0.858857094,-0.168439482,-0.911209083
0.93566681,-0.182355873,-0.910775309
0.957612443,-0.15351099,-0.910775309
1.028935751,-0.126184258,-0.930171185
1.006990118,-0.028516494,-0.957560887
0.897261952,-0.061662808,-0.957622855
0.996017301,0.019052261,-0.957622855
1.045394976,-0.034336076,-0.957622855
1.119461487,0.019558312,-0.957622855
1.166095958,-0.030793722,-0.957622855
1.111231875,-0.065964238,-0.957622855
1.135920712,-0.074567098,-0.957622855
1.259364898,-0.148197458,-0.957622855
1.259364898,-0.109990639,-0.984021075
1.229189653,-0.075579199,-1.004656304
1.209987224,-0.111255765,-1.004656304
1.248392082,-0.075832224,-1.004656304
1.385552289,-0.015865229,-1.004656304
1.358120247,-0.023962039,-1.004656304
1.57209017,0.004123769,-0.990837517
1.635183865,-0.049264568,-0.957374984
1.577576578,0.012979654,-0.957251049
1.478821229,-0.045722214,-0.957189081
1.594035803,0.002858642,-0.957127114
1.476078025,0.016522008,-0.957003178
1.338917818,-0.079121553,-0.957003178
1.388295493,-0.109231563,-0.957003178
1.396525105,-0.102652905,-0.957003178
1.41298433,-0.190199657,-0.957003178
1.432186759,-0.094050045,-0.957003178
1.454132392,-0.125678207,-0.957003178
1.344404227,-0.065964238,-0.969210806
1.185298387,-0.096580298,-1.00422253
1.251135286,-0.137570396,-1.008560266
1.231932857,-0.034589101,-1.025291533
1.347147431,-0.135799219,-1.004284498
1.580319782,0.024365793,-0.995175253
1.580319782,-0.137570396,-0.956755308
1.594035803,-0.119352575,-0.956755308
1.57209017,-0.108978538,-0.956755308
1.454132392,-0.135546194,-0.956755308
1.388295493,-0.156294268,-0.96487307
1.448645984,0.013485705,-0.988792585
1.624211049,-0.090001641,-0.965802585
1.602265416,-0.163378976,-0.956321534
1.355377043,-0.024721115,-0.981666305
1.023449343,-0.122135853,-0.955763825
1.229189653,-0.107966437,-0.955701858
1.481564433,-0.079880629,-0.985136493
1.980827586,0.024618818,-1.002983177
1.402011513,-0.080133654,-1.016492126
1.498023658,-0.057867428,-1.050016626
1.821721746,-0.041926835,-1.050140562
1.755884847,-0.105942234,-1.050202529
1.65164309,-0.102146855,-1.050202529
1.33343141,-0.059638605,-1.050264497
1.596779007,-0.072542895,-1.0504504
1.958881953,-0.115557195,-1.0504504
1.947909137,-0.101387779,-1.0504504
2.060380506,-0.112014841,-1.0504504
2.263377613,-0.099363577,-1.0504504
2.392308207,-0.114798119,-1.0504504
1.983570791,-0.135799219,-1.0504504
1.489794046,-0.034589101,-1.0504504
1.958881953,-0.049770619,-1.0504504
1.81074893,-0.049770619,-1.0504504
1.506253271,-0.022696912,-1.0504504
1.780573684,-0.047746416,-1.01612032
1.481564433,-0.044457088,-1.030186977
1.278567327,-0.005238167,-1.029567301
1.690047948,-0.042685911,-0.957065146
1.827208155,-0.020419685,-0.954648408
1.832694563,0.027402096,-0.954648408
1.725709602,-0.031046747,-0.909102182
1.607751824,-0.034083051,-0.903525094
1.646156682,-0.090001641,-0.904888382
1.648899886,-0.028516494,-0.901418193
1.736682418,-0.097845425,-0.866220566
1.917733891,-0.030540696,-0.888281051
1.997286811,-0.064193061,-0.86560089
1.739425622,-0.014094052,-0.87904787
1.953395545,-0.033577,-0.871549784
1.958881953,-0.004226066,-0.888466954
1.84366738,-0.051035745,-0.888714824
1.761371255,-0.04217986,-0.855871968
1.69827756,-0.095568197,-0.855748033
1.76411446,-0.022443887,-0.882889865
1.706507173,-0.078109452,-0.80722736
1.558374149,-0.079374578,-0.820550406
1.755884847,-0.005238167,-0.849117494
1.57209017,-0.08949559,-0.892432884
1.607751824,0.002099567,-0.916848139
1.454132392,-0.043698012,-0.869318949
1.659872702,-0.081398781,-0.897576199
1.544658129,-0.098351475,-0.841867278
1.325201798,-0.012828926,-0.902409676
1.514482883,-0.053819023,-0.831208842
1.223703245,-0.116569297,-0.86374186
1.25387849,-0.092531894,-0.843726308
1.410241126,-0.041926835,-0.899435228
1.067340609,-0.057108352,-0.919822586
1.314228981,-0.05938558,-0.913811724
1.149636733,-0.015359179,-0.906499541
1.075570221,-0.022696912,-0.884686927
1.020706138,-0.086206261,-0.913439918
1.193527999,-0.086965337,-0.911704824
1.078313425,-0.044457088,-0.971131803
0.946639627,-0.075326174,-0.935748273
0.847884278,0.007413098,-0.959915658
0.661346396,0.004882845,-0.963509782
0.622941538,-0.042432885,-0.96778555
0.751872133,-0.056096251,-0.944981454
0.683292029,-0.061915833,-0.933269567
1.130434304,-0.061156757,-0.93928043
0.69700805,-0.147944433,-0.79111577
0.430917249,-0.22714135,-1.200659992
0.098989548,-0.039143556,-1.347957104
-0.433192054,-0.188681506,-1.524750819
-1.09979066,0.355828928,-1.404409636
-0.712998876,0.784453778,-1.323789719
-1.11350668,0.484112753,-0.870496334
-1.300044562,0.298392187,-0.851720135
-1.127222701,2.49591687,-0.851720135
-0.11223717,0.326477994,-0.754554855
1.218216836,-0.053819023,-0.691719654
0.817709032,-0.019154558,-0.659372539
-0.25762699,-0.100122652,-0.610356125
-0.249397377,0.012979654,-0.622006044
-0.381071176,0.042583614,-0.513624618
-0.981832882,0.064596814,-0.476753864
-1.083331435,0.164035755,-0.204034221
-0.850159083,0.049668322,0.068065745
