Wspd,Wdir,Patv
-0.323463889,-0.024215064,-0.463045951
-0.210992519,-0.079121553,-0.384288256
-0.040913863,-0.047999442,-0.230059536
0.109962365,-0.115810221,-0.132578314
1.456875596,-0.165909229,1.273119793
1.794289705,-0.024215064,1.786207382
1.467848413,-0.000430686,1.734424853
1.69827756,-0.064699111,1.796889058
1.418470738,-0.144655104,1.654565774
1.547401333,-0.179066544,1.772693575
1.399268309,-0.008021445,1.672957138
1.050881384,-0.176283266,1.290287397
1.610495028,-0.046987341,1.681855621
1.827208155,-0.033830025,1.846835947
1.884815442,-0.085447185,1.849965276
1.972597974,-0.109484588,1.855087586
2.005516424,-0.234985134,1.855454714
2.170108672,-0.250672703,1.855681983
2.211256734,-0.251684804,1.85489528
1.961625158,-0.195766214,1.854720458
1.484307638,-0.086712312,1.817623048
1.251135286,-0.133015941,1.63051015
1.259364898,-0.077603401,1.647730201
1.199014407,-0.042685911,1.471771
1.816235338,-0.037372379,1.857255389
1.942422729,-0.027504393,1.855367302
1.920477095,-0.01206985,1.855332338
1.199014407,-0.065711212,1.527207326
1.388295493,-0.095315172,1.712974089
0.389769187,-0.033830025,0.401645358
0.079787119,-0.121123752,-0.080813267
-0.433192054,0.027402096,-0.511069789
-0.424962442,0.017787135,-0.444095154
-0.581325078,-0.021684811,-0.635368836
-0.444164871,-0.055843226,-0.540754709
-0.260370194,-0.118340474,-0.411053635
-0.049143475,-0.074567098,-0.247157211
-0.232938152,0.044101766,-0.417959137
-0.315234277,-0.047999442,-0.495195874
-0.200019703,0.035498905,-0.409672534
-0.120466783,-0.066217263,-0.288223099
-0.515488179,-0.048252467,-0.606767818
-0.194533294,-0.035095152,-0.39150844
0.022179832,0.025377894,-0.196388655
-0.016225026,-0.082916932,-0.239325147
0.044125465,-0.056349276,-0.15549759
0.030409445,-0.015106153,-0.142490769
0.011207016,-0.011563799,-0.211528314
0.088016732,-0.049264568,-0.195234824
0.077043915,0.060295384,-0.174675656
-0.386557584,-0.050023644,-0.466752196
0.880802727,-0.121123752,0.919907703
1.064597405,-0.015106153,1.207001791
0.897261952,-0.036360278,0.897442966
0.354107533,-0.071783819,0.109166726
0.033152649,-0.165909229,-0.217070198
0.37879637,-0.073554996,0.209112951
0.41171482,-0.128461485,0.245703374
0.474808515,-0.035348177,0.352712441
0.834168257,-0.127955435,0.866936379
1.017962934,-0.115810221,1.1423523
0.707980867,-0.08519416,0.735836722
0.419944432,-0.115810221,0.310440276
0.916464381,-0.057361378,1.072160925
1.056367792,-0.136052244,1.28135395
0.765588154,-0.146426281,0.879436213
0.688778438,-0.017889432,0.702375628
0.425430841,-0.100122652,0.316104536
0.266325001,-0.121882828,0.098939589
0.260838592,-0.138582497,0.07063577
0.227920143,-0.118846524,0.038206131
0.354107533,0.028920248,0.151875949
0.488524536,0.006654022,0.315335316
0.387025983,-0.100628703,0.194847406
0.389769187,-0.000430686,0.245423657
0.395255595,-0.079374578,0.207452134
0.186772081,-0.162366875,-0.050638843
0.162083243,-0.068241465,-0.015079875
0.318445879,-0.107713411,0.174567955
0.184028876,-0.017889432,0.035006872
0.024923037,-0.038384481,-0.127858097
0.184028876,-0.102146855,0.055775827
0.469322107,-0.078109452,0.438480533
0.513213373,-0.013841027,0.511451591
0.120935181,-0.054578099,0.026562929
0.038639057,-0.045216163,-0.131057355
0.367823554,-0.02117876,0.33694342
0.288270634,-0.006756319,0.169375716
0.274554613,-0.031552798,0.171071498
0.203231305,-0.079627604,0.097296255
0.301986654,-0.041420784,0.184637751
0.208717714,-0.051035745,0.065233743
0.282784225,-0.053819023,0.180057393
0.071557507,-0.121123752,-0.076215426
0.030409445,-0.038637506,-0.147892796
0.293757042,-0.083169958,0.213605898
0.359593941,-0.066723314,0.3344959
0.271811409,-0.097845425,0.187784563
-0.219222132,-0.126184258,-0.287069268
0.145624019,0.070922447,0.057279304
0.387025983,0.013485705,0.362030499
0.28552743,-0.09379702,0.241752377
-0.117723579,-0.044710113,-0.265461164
0.104475957,0.057765131,0.015059585
0.033152649,-0.035854228,-0.058715659
-0.125953191,-0.05078272,-0.213556259
-0.120466783,-0.033830025,-0.229779819
-0.134182803,-0.077350376,-0.225688965
-0.364611951,-0.025986241,-0.430511418
-0.200019703,-0.104424082,-0.26918489
-0.101264354,-0.085953236,-0.206947955
-0.298775052,-0.071024744,-0.441560223
-0.427705646,-0.048758518,-0.50549294
0.156596835,-0.127449384,0.074114744
-0.54292022,-0.049517593,-0.514426387
-0.515488179,-0.126184258,-0.550300037
-0.120466783,-0.024721115,-0.409270442
-0.30426146,0.002605617,-0.644144944
0.197744897,-0.169451583,0.072034352
-0.381071176,0.032715627,-0.464496981
-0.710255672,-0.066976339,-0.647956082
-0.485312933,0.011967553,-0.603655971
-0.433192054,-0.20512815,-0.543849073
-0.658134794,0.108117165,-0.607065017
-0.4633673,0.014244781,-0.500353148
-0.071089108,-0.175271165,-0.192420176
-0.326207093,-0.034336076,-0.424794711
-0.106750762,-0.054072049,-0.225951199
-0.666364406,0.046378993,-0.614547435
-0.460624096,-0.019913634,-0.527765371
-0.260370194,-0.029022545,-0.310390637
-0.378327972,-0.069759617,-0.471087802
-0.25762699,-0.02067271,-0.378204421
-0.230194948,-0.100375678,-0.420441622
-0.27134301,0.029173273,-0.333467253
-0.11223717,-0.061662808,-0.279919013
-0.326207093,-0.155788217,-0.479042242
-0.446908075,7.54E-05,-0.546209182
-0.537433812,0.043595715,-0.550597235
-0.331693501,-0.164897128,-0.458972579
-0.630702752,0.017787135,-0.5931666
-0.466110504,0.011967553,-0.537048464
-0.696539652,0.021076464,-0.642239374
-0.493542545,-0.106195259,-0.565579554
-0.419476034,0.07395875,-0.495160909
-0.323463889,-0.078615502,-0.433168726
-0.529204199,-0.005744218,-0.568359237
-0.545663424,-0.103411981,-0.598900789
-0.677337223,-0.018142457,-0.653917541
-0.770606163,-0.163378976,-0.712011175
-0.663621202,-0.057108352,-0.678707421
-0.894050349,-0.043951037,-0.761153878
-0.924225595,-0.055843226,-0.768216722
-1.198546009,-0.026239266,-0.856047723
-1.157397947,-0.12340098,-0.853792508
-0.51000177,-0.397174348,-0.816922368
-0.139669212,-0.156041243,-0.371701011
0.628427947,-0.126437283,0.590401591
1.1276911,-0.088483489,1.417960526
1.481564433,-0.090760717,1.792658345
1.385552289,-0.13250989,1.704302876
1.273080919,-0.127955435,1.652572794
1.168839162,-0.117581398,1.519113028
1.487050842,-0.026239266,1.811434319
1.456875596,-0.053565998,1.800630267
1.646156682,-0.01637128,1.855926735
1.621467844,-0.181090747,1.847377898
1.437673167,-0.085953236,1.797640796
1.588549395,-0.016624305,1.843933888
1.755884847,-0.015865229,1.85550716
1.706507173,-0.050276669,1.855332338
1.695534356,-0.102652905,1.854825351
1.610495028,-0.109737614,1.855000174
1.467848413,-0.129979637,1.809930843
1.402011513,-0.171728811,1.766819528
1.635183865,-0.15831847,1.844842966
1.385552289,-0.041167759,1.77594528
1.434929963,0.039800336,1.769336977
1.613238232,-0.058120454,1.856258899
1.670845519,-0.162872925,1.855647019
1.613238232,-0.110496689,1.85534982
1.626954253,-0.060903732,1.854860316
1.4596188,-0.072542895,1.750211357
1.544658129,0.043089664,1.772239036
1.009733322,-0.105183158,1.3077522
0.137394406,0.017787135,0.020444129
0.474808515,-0.034336076,0.421575163
0.699751254,-0.13250989,0.69183381
0.609225518,0.037270083,0.561276104
0.883545932,-0.113026942,0.953456208
0.957612443,-0.065711212,1.093629171
0.773817766,-0.009033546,0.797776458
0.850627482,-0.072795921,0.996287807
0.894518748,-0.126943334,1.14006212
1.105745467,-0.073048946,1.410233356
1.769600868,-0.133775017,1.855996664
1.613238232,-0.087977438,1.818269893
1.385552289,-0.075579199,1.718690796
1.569346966,-0.139341573,1.855244926
1.519969291,-0.059638605,1.855279891
1.338917818,-0.082916932,1.782413726
1.423957147,-0.184633101,1.820105533
1.648899886,-0.032564899,1.855174997
1.722966398,0.023859742,1.85496521
1.610495028,-0.122388878,1.85512255
1.561117353,-0.13630527,1.848584176
1.476078025,-0.138076447,1.837238172
1.426700351,-0.069253566,1.834091361
1.500766862,-0.119858625,1.847342933
1.569346966,-0.055843226,1.85435333
1.402011513,-0.074820123,1.811626625
1.558374149,-0.043951037,1.771714567
1.443159576,-0.094050045,1.7998086
1.369093064,-0.041926835,1.783829791
1.284053736,0.062319587,1.677415121
1.319715389,0.014750831,1.71619083
1.643413478,0.013485705,1.813479747
1.914990687,0.072946649,1.855472196
1.89030185,0.113430696,1.855070103
1.769600868,0.077248079,1.843024809
1.624211049,-0.02117876,1.833217247
1.49253725,-0.020166659,1.78206408
1.517226087,-0.158824521,1.781976669
1.511739679,-0.158571495,1.820455179
1.327945002,-0.104677108,1.722449488
1.415727534,-0.097592399,1.807570734
1.28679694,-0.083929034,1.700579149
1.064597405,-0.043191961,1.497959463
1.22096004,-0.002960939,1.657013294
1.237419265,0.021329489,1.628150041
1.311485777,-0.025227165,1.735788471
1.363606656,-0.036866329,1.753865154
1.218216836,-0.026492292,1.639146399
1.193527999,-0.126690308,1.615999853
1.229189653,-0.002201863,1.65162875
1.33343141,-0.166162254,1.718288704
1.418470738,-0.080133654,1.763602787
1.295026552,0.016015958,1.722117324
1.588549395,-0.110243664,1.840909452
1.363606656,-0.101134754,1.780158511
1.473334821,-0.038384481,1.711225861
1.648899886,0.024871843,1.802098779
1.481564433,-0.05938558,1.742519151
1.728452806,-0.038384481,1.802221155
1.753141643,-0.019407583,1.791119904
1.733939214,-0.063180959,1.792308699
1.829951359,-0.017889432,1.82620685
1.846410584,-0.077603401,1.827762774
1.871099421,-0.10670131,1.843147185
1.77783048,-0.005744218,1.834458489
1.695534356,-0.046734315,1.823444649
1.791546501,-0.038637506,1.848898857
1.701020764,-0.065205162,1.817290885
1.687304744,-0.016624305,1.814336379
1.57209017,-0.078868528,1.791679337
1.747655235,-0.045975239,1.825874687
1.500766862,-0.056096251,1.721190763
1.552887741,-0.058626504,1.727956408
1.563860558,-0.076085249,1.711470613
1.60500862,-0.046228265,1.71619083
1.53917172,-0.044457088,1.702274931
1.61872464,-0.090507691,1.807133677
1.703763969,-0.074820123,1.776277444
1.498023658,-0.098857526,1.724582327
1.330688206,-0.022443887,1.562101968
1.270337715,-0.025986241,1.537154747
1.30051296,-0.174259064,1.553990187
1.360863451,-0.061409782,1.600912641
1.256621694,-0.045975239,1.507469826
1.196271203,-0.024215064,1.504987342
1.14140712,-0.044204062,1.453519494
1.358120247,-0.073808022,1.645335128
1.407497922,-0.059891631,1.67848154
1.303256165,-0.045216163,1.611139778
1.775087276,-0.076844325,1.806329492
1.657129498,-0.060650706,1.790805223
1.415727534,-0.099363577,1.729302544
1.536428516,-0.041167759,1.788287774
1.643413478,-0.083169958,1.807658146
1.692791152,-0.138835522,1.823811777
1.60500862,-0.068747516,1.785175927
1.522712496,-0.095568197,1.769826481
1.550144537,-0.077350376,1.782116527
1.437673167,-0.046734315,1.711995081
1.585806191,-0.081904831,1.797448491
1.5254557,-0.061156757,1.783847273
1.487050842,-0.046228265,1.751662386
1.498023658,-0.017130356,1.7358584
1.519969291,-0.065711212,1.750508555
1.68456154,-0.013588002,1.821976137
1.635183865,-0.079121553,1.806119705
1.547401333,-0.012322875,1.769267048
1.643413478,-0.13200384,1.83638154
1.766857664,-0.126184258,1.823007592
1.61872464,-0.060903732,1.809231552
1.722966398,-0.049517593,1.815577621
1.53917172,-0.139847624,1.790647882
1.665359111,0.005388895,1.833636822
1.517226087,-0.013588002,1.772868398
1.552887741,0.003364693,1.699687552
1.396525105,-0.027251368,1.565091439
1.703763969,0.033980754,1.778148048
1.928706708,-0.022443887,1.843828994
1.670845519,-0.121123752,1.802972893
1.690047948,-0.146932332,1.823129968
1.654386294,-0.183621,1.792990509
1.802519318,-0.171728811,1.816888792
1.780573684,-0.177042342,1.814336379
1.873842625,-0.158824521,1.839982891
1.964368362,-0.151233762,1.811084674
1.956138749,-0.152751914,1.842605234
2.101528569,-0.186910328,1.85496521
1.914990687,-0.221827819,1.854702975
1.851896992,-0.255986234,1.849493254
1.873842625,-0.260793714,1.838392003
1.761371255,-0.126690308,1.84089197
1.308742573,-0.058626504,1.746575041
1.171582366,-0.176283266,1.609041904
1.070083813,-0.16211385,1.475582138
1.336174614,-0.18412705,1.796854094
1.511739679,-0.144402079,1.847500274
1.273080919,-0.073048946,1.651681197
1.391038697,-0.10670131,1.808514778
1.432186759,0.044607816,1.782046598
1.673588723,0.031703526,1.822098513
1.673588723,0.053969752,1.82076986
1.739425622,-0.176789317,1.817553119
1.846410584,-0.149462585,1.79697647
1.865613013,-0.200573694,1.783427699
2.101528569,-0.288373472,1.80708123
2.126217406,-0.054578099,1.841573779
2.109758181,-0.025227165,1.836329094
2.085069344,-0.068747516,1.846800982
1.967111566,-0.091013742,1.853024676
1.920477095,-0.172487887,1.845384917
2.021975649,-0.145920231,1.855874288
1.989057199,-0.128967536,1.854860316
1.906761075,-0.088230464,1.841521332
1.873842625,-0.025733216,1.852709995
1.813492134,-0.027757418,1.828584441
1.901274666,-0.099110551,1.842447893
1.851896992,-0.043951037,1.845926868
1.736682418,-0.05938558,1.832815154
1.827208155,-0.01206985,1.840996864
1.755884847,0.06535589,1.802221155
1.632440661,0.01373873,1.829615896
1.577576578,0.04334269,1.83400395
1.69827756,0.067633118,1.792448558
1.624211049,-0.01687733,1.811679071
1.552887741,-0.048758518,1.803497362
1.544658129,-0.077603401,1.831434054
1.637927069,-0.086965337,1.682904559
1.637927069,-0.139341573,1.846643642
1.69827756,-0.074820123,1.824336246
1.687304744,-0.05078272,1.849161091
1.766857664,-0.017636406,1.823759331
1.909504279,-0.03787843,1.820752377
1.797032909,0.030185374,1.825140431
1.835437767,0.044354791,1.772536235
1.840924175,0.084585813,1.825157913
1.84366738,0.096224976,1.822553053
1.816235338,0.09976733,1.790368166
1.89030185,0.118997253,1.827150894
1.643413478,-0.109737614,1.768550274
1.583062987,-0.122135853,1.828986534
1.500766862,-0.066217263,1.75321831
1.563860558,0.079272281,1.708428695
1.49253725,-0.148450484,1.708218908
1.506253271,-0.173499988,1.802308567
1.588549395,-0.087471388,1.78206408
1.73119601,-0.064699111,1.787763305
1.942422729,-0.133775017,1.818671986
1.942422729,-0.196019239,1.775822904
1.561117353,-0.097339374,1.787466106
1.489794046,-0.073808022,0.436225318
1.901274666,-0.124666106,1.855367302
1.76411446,-0.060650706,1.854685493
1.958881953,0.034486804,1.855944218
1.89030185,-0.201585796,1.854790387
1.829951359,-0.092278868,1.842745092
1.769600868,-0.109990639,1.850909319
1.794289705,0.023859742,1.828217313
1.9232203,-0.123654005,1.839510869
1.703763969,-0.10670131,1.816836346
1.868356217,-0.065458187,1.855524643
1.802519318,-0.13250989,1.843147185
1.860126604,-0.106954335,1.828864158
1.961625158,0.0304384,1.843479348
1.93693632,-0.075832224,1.854370812
1.950652341,-0.048252467,1.817902765
2.041178077,-0.045722214,1.848374388
1.947909137,0.010702427,1.842412929
1.939679524,-0.023202963,1.830647351
1.906761075,-0.055590201,1.85267503
1.912247483,-0.014853128,1.840752112
1.791546501,-0.04217986,1.833811645
1.709250377,-0.042938936,1.831136855
1.65164309,0.007160073,1.7831305
1.404754718,-0.096580298,1.6888835
1.544658129,-0.014094052,1.740840852
1.404754718,-0.030540696,1.631611534
1.308742573,-0.087471388,1.55294125
1.338917818,-0.028010443,1.599321753
1.470591617,-0.068494491,1.651383998
1.017962934,-0.046734315,1.274658234
1.064597405,-0.033577,1.290392291
1.017962934,-0.031299772,1.192456529
1.157866345,-0.057867428,1.329255411
0.675062417,-0.02927557,0.735766793
0.795763399,-0.027504393,0.852688316
0.861600298,-0.031805823,0.950554149
0.69700805,-0.117834423,0.754612696
0.37879637,-0.032058848,0.267888394
0.513213373,-0.12340098,0.562499864
0.463835699,-0.078615502,0.34734538
0.107219161,-0.094556096,-0.027457333
0.307473063,-0.094050045,0.273849853
0.145624019,0.010196376,0.041300495
0.164826448,-0.079627604,0.012087596
0.14013761,-0.070012642,-0.052002461
0.118191977,-0.018648508,0.005601669
0.074300711,-0.033577,-0.091005439
-0.029941046,-0.004732116,-0.128627317
0.024923037,-0.067482389,-0.105743006
0.101732752,-0.065458187,-0.09422218
-0.035427454,-0.032311873,-0.18495524
0.17305606,-0.076844325,0.002035282
0.260838592,-0.098857526,0.135599941
0.101732752,-0.075832224,-0.080690891
-0.021711434,-0.061662808,-0.190025103
-0.038170659,-0.095062147,-0.213206613
0.066071099,-0.060903732,-0.150357798
-0.150642028,-0.008021445,-0.339568571
0.041382261,-0.070012642,-0.176825978
-0.057373088,-0.038637506,-0.25824098
0.112705569,-0.047746416,-0.131179731
0.186772081,-0.084688109,-0.030254498
0.153853631,-0.020419685,-0.083120929
0.120935181,-0.143896028,-0.144606126
-0.104007558,-0.16692133,-0.334218991
-0.136926008,-0.113279968,-0.369655583
-0.22470854,-0.178560494,-0.436770076
-0.062859496,-0.094050045,-0.323782067
-0.043657067,-0.117328372,-0.293799948
-0.147898824,-0.130485688,-0.364148664
-0.27134301,-0.139847624,-0.455668427
0.192258489,-0.103918032,0.000129713
0.60373911,0.051692524,0.548374178
0.891775544,-0.035348177,1.024609109
0.957612443,-0.064193061,1.034206884
0.858857094,-0.168439482,0.95286181
0.93566681,-0.182355873,1.060710028
0.957612443,-0.15351099,1.163890475
1.028935751,-0.126184258,1.228487519
1.006990118,-0.028516494,1.216739423
0.897261952,-0.061662808,1.074241317
0.996017301,0.019052261,1.199764124
1.045394976,-0.034336076,1.31409827
1.119461487,0.019558312,1.399341892
1.166095958,-0.030793722,1.496735703
1.111231875,-0.065964238,1.384779149
1.135920712,-0.074567098,1.46587947
1.259364898,-0.148197458,1.619129182
1.259364898,-0.109990639,1.639985548
1.229189653,-0.075579199,1.605632858
1.209987224,-0.111255765,1.5871366
1.248392082,-0.075832224,1.623464789
1.385552289,-0.015865229,1.723271155
1.358120247,-0.023962039,1.707607028
1.57209017,0.004123769,1.840227643
1.635183865,-0.049264568,1.856416239
1.577576578,0.012979654,1.846241549
1.478821229,-0.045722214,1.832045934
1.594035803,0.002858642,1.855612054
1.476078025,0.016522008,1.814825883
1.338917818,-0.079121553,1.756102887
1.388295493,-0.109231563,1.776259962
1.396525105,-0.102652905,1.784441671
1.41298433,-0.190199657,1.783672451
1.432186759,-0.094050045,1.806591726
1.454132392,-0.125678207,1.802798071
1.344404227,-0.065964238,1.59042327
1.185298387,-0.096580298,1.525074488
1.251135286,-0.137570396,1.608220236
1.231932857,-0.034589101,1.608045413
1.347147431,-0.135799219,1.733463327
1.580319782,0.024365793,1.855996664
1.580319782,-0.137570396,1.838164734
1.594035803,-0.119352575,1.855681983
1.57209017,-0.108978538,1.826556496
1.454132392,-0.135546194,1.759249698
1.388295493,-0.156294268,1.698935814
1.448645984,0.013485705,1.709530079
1.624211049,-0.090001641,1.84433598
1.602265416,-0.163378976,1.850332404
1.355377043,-0.024721115,1.633149975
1.023449343,-0.122135853,1.260952123
1.229189653,-0.107966437,1.590126071
1.481564433,-0.079880629,1.706121033
1.980827586,0.024618818,1.856521133
1.402011513,-0.080133654,1.664041173
1.498023658,-0.057867428,1.781032625
1.821721746,-0.041926835,1.808007792
1.755884847,-0.105942234,1.738568155
1.65164309,-0.102146855,1.73730943
1.33343141,-0.059638605,1.613062829
1.596779007,-0.072542895,1.709093022
1.958881953,-0.115557195,1.739617092
1.947909137,-0.101387779,1.72813123
2.060380506,-0.112014841,1.699739999
2.263377613,-0.099363577,1.826416638
2.392308207,-0.114798119,1.841713637
1.983570791,-0.135799219,1.831241749
1.489794046,-0.034589101,1.797273668
1.958881953,-0.049770619,1.845087718
1.81074893,-0.049770619,1.782850783
1.506253271,-0.022696912,1.757868598
1.780573684,-0.047746416,1.799249167
1.481564433,-0.044457088,1.79636459
1.278567327,-0.005238167,1.587835892
1.690047948,-0.042685911,1.82015798
1.827208155,-0.020419685,1.834895546
1.832694563,0.027402096,1.796259696
1.725709602,-0.031046747,1.800857537
1.607751824,-0.034083051,1.790105931
1.646156682,-0.090001641,1.749581994
1.648899886,-0.028516494,1.716173347
1.736682418,-0.097845425,1.751819727
1.917733891,-0.030540696,1.828094937
1.997286811,-0.064193061,1.82888164
1.739425622,-0.014094052,1.800333068
1.953395545,-0.033577,1.853723967
1.958881953,-0.004226066,1.833531928
1.84366738,-0.051035745,1.834406042
1.761371255,-0.04217986,1.771522262
1.69827756,-0.095568197,1.787553518
1.76411446,-0.022443887,1.765735626
1.706507173,-0.078109452,1.757204271
1.558374149,-0.079374578,1.673621465
1.755884847,-0.005238167,1.779406773
1.57209017,-0.08949559,1.652153219
1.607751824,0.002099567,1.753498026
1.454132392,-0.043698012,1.655474853
1.659872702,-0.081398781,1.738078651
1.544658129,-0.098351475,1.651698679
1.325201798,-0.012828926,1.550196532
1.514482883,-0.053819023,1.697432338
1.223703245,-0.116569297,1.456893575
1.25387849,-0.092531894,1.466980854
1.410241126,-0.041926835,1.584549222
1.067340609,-0.057108352,1.269745712
1.314228981,-0.05938558,1.507260039
1.149636733,-0.015359179,1.328084098
1.075570221,-0.022696912,1.254134031
1.020706138,-0.086206261,1.207648635
1.193527999,-0.086965337,1.460232692
1.078313425,-0.044457088,1.319273026
0.946639627,-0.075326174,1.126041328
0.847884278,0.007413098,0.978508323
0.661346396,0.004882845,0.743458998
0.622941538,-0.042432885,0.618810305
0.751872133,-0.056096251,0.858789634
0.683292029,-0.061915833,0.711885991
1.130434304,-0.061156757,1.353153695
0.69700805,-0.147944433,0.531591184
0.430917249,-0.22714135,0.384670059
0.098989548,-0.039143556,-0.001705927
-0.433192054,-0.188681506,-0.503010455
-1.09979066,0.355828928,-0.820576166
-0.712998876,0.784453778,-0.854316976
-1.11350668,0.484112753,-0.854316976
-1.300044562,0.298392187,-0.854316976
-1.127222701,2.49591687,-0.854316976
-0.11223717,0.326477994,-0.530929665
1.218216836,-0.053819023,1.348590818
0.817709032,-0.019154558,1.083576857
-0.25762699,-0.100122652,-0.21464016
-0.249397377,0.012979654,-0.299639031
-0.381071176,0.042583614,-0.447224483
-0.981832882,0.064596814,-0.791101033
-1.083331435,0.164035755,-0.841170298
-0.850159083,0.049668322,-0.740752052
-0.948914432,-0.076085249,-0.781275989
0.686035234,-0.129220561,0.701309209
2.117987793,-0.055590201,1.856328828
2.345673737,-0.105436184,1.856014147
2.419740248,-0.198043441,1.854615564
1.925963504,-0.254721107,1.855192479
0.905491565,-0.154776116,1.123751148
0.515956577,-0.00827447,0.667638327
-0.043657067,0.004123769,-0.154396206
0.565334252,-0.00397304,0.682463305
1.072827017,-0.054072049,1.398275473
0.806736216,-0.095315172,1.04466129
0.812222624,-0.083422983,1.034923657
0.590023089,-0.129473587,0.673617269
0.455606086,-0.126437283,0.466085061
0.129164794,-0.103665007,0.031248181
-0.142412416,-0.077856426,-0.22098623
0.088016732,-0.115051145,-0.024328004
0.208717714,-0.016624305,0.146736157
0.098989548,-0.067735415,0.041475318
-0.029941046,-0.084182059,-0.124868626
-0.120466783,-0.067482389,-0.211003845
0.148367223,-0.031552798,0.099219306
0.384282779,-0.038131455,0.434529536
0.93566681,0.029679324,1.17249176
0.801249807,-0.029781621,0.976200661
0.614711926,-0.009792622,0.736029027
0.367823554,-0.015612204,0.373289091
